I,Q
-3.130784197942188,-0.9476516993493055
-3.3631625618408365,-2.7000435456993186
-0.6939593540981699,3.4866533179704433
0.4745261518135969,-1.0256474703685932
2.406400118720796,-1.0025980816892972
0.8536128777016294,1.7655747129939319
-3.0424886997581844,-1.2909962992411148
3.0481176285966294,-2.6436353298555115
-1.1087449959487596,2.1692343308740427
-1.944872618060631,-2.019545889454038
-1.333027132460326,-2.477879907567754
-0.24561378895127864,-2.394891435450929
-2.599150675607523,-3.47336526912924
-2.3716261457875074,3.418722583991993
1.1043250836919014,-1.3013287941800484
1.08438682328133,0.739087691704003
-3.3927446195039117,-1.0113577713298374
-2.4065482118087096,-2.636185396281704
2.22738112242832,-3.174132736517259
-2.7635601238233045,-1.0932301325044294
0.6830525128173568,1.952392982567309
1.3855367530469591,-1.4432724408935467
2.88500614866119,-1.2189918116451404
-2.804518141326197,0.8636307010449179
-0.6810401332295397,-0.6316782593875224
-1.0344792705465746,-0.8684957946955891
-1.0121613646845604,-3.9737975344782095
-0.7558982604414453,2.1277164500111225
0.7923496894866194,3.0510849623171916
2.9376251451604842,-3.079700007163131
1.092808417669229,-0.461760100154696
3.5575382882651354,0.642938507439666
2.9941572701055765,-1.2157461473526747
3.3061204255312164,1.977065797261912
1.248091707347765,-3.876901104956268
-2.5544207829223353,-0.5836830287349479
-2.7173361369357196,-0.3036878297613339
1.3939558822547538,-0.7091024959324417
1.4676190969319503,-2.95968852364307
-2.710477449786722,2.4643802240822366
1.7463878289518426,0.6213072374780984
-0.4674257777007747,-0.6793961405236065
1.3106291711671565,2.6792903713743144
-0.61023696664265,0.4098625859200901
-1.7478872463590769,2.444136602865501
-2.3027328681220913,-0.7830799794809344
3.2227237266437703,-0.5454719436530095
0.6533062654468537,2.0365059160189585
-1.5132148821537366,1.3933696131997475
1.3743586482850856,-3.5221571869244643
2.7150211172368452,-1.46498317757371
-2.874020048996773,3.069152354007723
2.9555841975980983,-1.0533957377993965
3.2331170693252282,1.0470820362671311
1.9789222777658604,-0.9666587605495781
-1.0606508590779857,2.466305757777365
2.494253555635096,1.4747499491802074
-1.0265264415443014,3.5907302613719185
0.3323685005231018,-2.231695964938737
-0.7822974149514473,-3.106731277239542
-0.8175247979551405,-2.3591167751126845
-1.7240562617715056,-1.0480047928648684
-0.2324551437070936,-2.0714188531046633
-0.9397824960609626,0.3668603260374391
-2.763645769168715,2.8461970806971695
1.3798050465020932,-2.737397378350871
0.0011375070189906585,3.1642483159762005
-0.7941693627952292,1.2972137405710664
0.8470898169432372,2.360541457839084
-0.5957950501289533,1.5723929447979286
3.383858213810644,-3.337879095623211
3.2073880240438717,0.918427235385721
-2.938505642440999,-1.0999509369433378
3.231464420675025,-0.5891699267865151
-0.5005486887057714,-1.518341645255859
-2.8814336447840327,-0.8742915713108451
-0.7643177536926278,1.9400060986807874
2.4815456356563437,-2.251509408149316
-3.007104296944685,2.910493359451235
-2.9961301874737694,-0.769797530730577
-1.8005435618325865,3.1235400263932656
2.345075560962674,-0.27324228553873725
-0.8656661074202925,-3.1802013804176372
-0.6078387535438308,3.360995454089772
-3.433475568631646,1.1525643375172445
0.912275729387705,-0.7615082728898076
1.0396426857133487,0.8751760755373045
-1.4107196084647857,-2.8949429001802156
0.7408735640801384,-2.8925718515615815
-0.9807958740430872,2.5663095454687075
2.1633151947904032,2.733633520776339
-0.24330117549631952,-3.1102712315708487
-0.7455381172790937,0.5408369847587633
-1.547545288654098,-2.587905642750255
0.8039606798348456,-2.758076386991527
-0.4934254403940671,-2.8537233530015222
-0.6276397152173847,-2.9698000190454508
0.7801196031241252,2.4700036264594547
-2.856580909600514,-0.5597188932939676
0.9533549549113908,-2.749908790106918
-1.6271603054174955,2.386628947953054
-2.7127950820530984,1.1261212749823857
-1.4451984996908531,1.5738930544868162
-0.6015508259154716,1.4394195866276807
-1.1205556493106985,-0.997980510239964
0.5205248226529787,-2.7758016597459947
-2.443319826234702,0.968133911081024
-2.2186499053876534,2.928650079801733
0.7269553982388622,-0.7109545586751457
-3.1182748352582323,-2.6586838169650413
3.416216626359461,-3.228947294828132
0.6972574422841878,-2.984421339300353
0.9389565846169651,-1.0130180721082551
-1.828760561178671,-0.7661942433475162
3.011916586043759,-3.5966584710353486
-0.9166110580145523,-1.4776482329187741
-1.2964205850403836,0.39318069139676487
0.6906443035443065,2.8150638557152696
0.7410491231282067,0.7983422246443009
-2.176224998959956,-0.6515161882875067
0.43720355340878986,-3.293140122402545
0.5881107817967361,-1.0329087782606385
2.76640549500494,0.7828266968282539
-1.3985116923506653,-0.5237472315403011
-2.3036990888657183,2.3875964709725026
0.8106137341089173,2.527430179401451
-2.795435419705432,-3.0676489849936686
0.40040312109353027,-1.1295966330669507
3.2298995849266694,3.006277799530088
0.5092015356722555,-0.9783298590498523
0.27535859447333333,-3.49806856728235
-0.9604480876477002,-4.0679184246086075
-1.6955992906367165,0.8448200038959638
-2.6134156216147035,-0.4699735618979072
-3.6167683546518963,-2.8644957127695228
-0.8653012901355175,-1.2486320968108853
0.8277792399042694,0.46869019553750757
0.6141224164059521,-2.432232180450785
-0.3723060867056475,2.8001105533069373
0.4540694752207709,2.7356281507504496
0.490561690140359,0.8075123841535845
3.2705070870035775,0.7378660920771369
3.092407838784854,-3.3286755367707985
0.5954254899419069,0.7040943341167123
2.810625817555869,-0.2887107021290449
0.9895169314672073,0.7449604540147358
-2.023364576743356,-2.9147246675469622
3.2820112111437902,0.1875907414260703
-1.4243236850679055,-0.18206723134214037
-2.4733889945263594,1.1598156726544087
0.19150228690983365,2.897413743495351
-3.2956336251524365,2.773590700153235
2.949130614183426,-0.8448999896435252
2.308736215581257,-3.103141193689692
2.1133920086459272,-3.1228474963309343
1.3495418709778386,-1.3870125279484464
-0.23962648160010852,-2.6843048537241994
2.0256115638547145,2.6896580702723445
-1.1075217408678595,-0.4586391917232379
-1.2779317842329734,-2.5156870153694495
-1.2442771077572345,2.4646812117600696
1.7020216264525396,-1.237383034733275
-1.184966299615332,-2.757939370939041
2.3045878120673042,0.11607358492385689
3.511883502238143,-2.335994324238262
2.9745646900861415,3.060114058981483
1.3924106083681203,-1.3099201038136152
1.6772116271254693,-1.084702845943928
2.5574832601323796,2.6647366600661595
0.8876871379163277,1.2005585385154052
-1.4200467619112864,-0.4999092153614268
-1.0141781593846215,2.6265660027568067
-1.1328430909185687,-1.9594779451328341
-2.3832120332489253,-1.9443343925430376
2.4087104663240675,-0.8853994739179499
-0.7639068375448521,2.211595784773648
0.6996379986150391,1.329593228599145
-0.777335240478004,-2.9669928542339656
2.9551276229074923,-2.1002861026106983
-2.109971615499988,-2.897060794688904
2.727124872227027,-0.2200811401011517
-0.6722807874904164,-0.9053300685936321
-2.4856704660488145,-0.5771172286859124
1.3559950301758639,-0.1275922785576217
-1.4957080493099684,-3.120309636047038
-2.293193436216193,0.7586425685017085
-0.6182203088751677,0.3139134261182031
1.4260455062385442,-0.7747897793154959
-1.3241727872101483,-2.6245459719679465
-2.188925475747625,0.863788653660545
0.5572770116617165,0.5004347706615044
2.525552514602931,2.523354003721046
-2.164246711517745,2.1612711731524037
