I,Q
-2.7868842905222544,-0.6271027765251789
-2.1044990080591948,-2.725319209177906
-2.454457943052541,1.2010092145486344
0.025809853403691435,-2.610029331499304
-1.038677246189773,-0.7524826081827063
2.541809031117274,2.694370208624215
-0.6308386933430373,1.3221985263323965
-2.5829192015083136,2.365465875664906
0.28360785614551115,-1.259983729776946
-1.2056471695852957,2.4220229898749404
-1.3330987750555199,1.0300388557575537
-1.4275355806993628,1.3314314873020292
-0.6376635650964265,2.429157490182668
0.848101205963132,2.6570373017102193
0.33203058218054293,-1.0931566662418801
2.1994318824854835,-1.2147169288463062
-1.2671970777423212,2.4901444676677813
-0.9227104279040276,-0.11606146602762579
2.6468427236328824,1.0567860635777384
1.6468935367384818,1.0517748282301664
-2.7128052968929537,-1.9712355731933862
-3.2222333646319745,0.7148293382933537
-2.3950832789567578,-0.28405874116647395
2.6242289260901694,3.225828887649759
-2.8463775508251064,-0.5593783251525931
0.9680488266757873,-2.7408075732334694
-2.589284381358904,1.8438081921467082
0.5468879126992932,2.9652760869532053
0.3990120465007568,2.8442017183663966
0.7588072094477697,-2.5515712379580044
1.5869537246769707,-2.9333368414750827
-1.210181890263878,2.54866482408241
-1.1040285964678938,3.3155483560111665
1.0672142189398965,2.6297122900942855
2.8881725580397517,-3.317539573214258
0.6409733300112035,0.9871939785419036
-2.9240881852104583,3.0261956317002676
-0.20642277223736277,-2.281578795114327
1.1112623005616051,1.950137917074838
2.580067804243711,1.1401471090370179
1.357867691229098,-2.772238971632476
1.1618459951009654,1.2278727315488518
1.151609972321184,-0.6016805421156312
-2.0653811919828606,2.7305515450779043
-1.071199179239337,-1.096391546410638
2.87511770850223,-2.4119215207264566
-2.7634839738347847,2.9331143537713102
-1.7859983536771649,1.1375163179083916
-2.3281388244667456,0.6946853615336134
-0.22125142773312362,2.2362097274481476
-3.3337801152497133,3.1919641035169426
-2.5237060985134034,3.4960307551452976
-2.25296588825694,-2.1369346072950446
-1.3653618240148753,0.9299084233726911
