I,Q
1.4095215156416416,2.914063683119658
3.139095030339947,-2.9616360372981094
-1.1669307599063243,-0.538810136024427
3.012064811566841,-2.719527361160911
0.9952200744398083,-0.9959111205365438
2.995561375006672,-2.943900542425235
2.9110353871129258,-2.992105107973697
-0.8435599429181958,2.8098489179525648
2.759989933533751,-2.6404293155746683
-0.8328818203689813,0.819457743261017
0.9991804304193661,1.0311717061657397
-1.1810326270369418,-1.0717233276400138
-1.0885229476385203,-2.6529688055468745
-2.6577792628546457,2.925388324193519
-2.888038461889077,2.872372523330136
-2.5076419820593534,2.708807501185139
2.9976661880722055,2.4403828746987397
-0.8228272787277043,-0.8741658385949042
3.1799225301839904,-0.7786573767226729
-0.6993873711633719,0.726135990040189
2.923987100448588,-2.713067903443527
-2.5578822445569287,-1.0439252398952825
-0.9722419227654514,1.402679356538734
0.8487731563631469,2.290075745556394
2.68743839982837,2.728982572993705
-1.1664499462351925,-2.8479206723653703
2.7750641551932906,-2.5468805269838097
-2.9679216851413783,2.4883532284866665
1.21229951594933,2.8437219577236976
2.8179045042915676,0.8897871998825374
-1.0719513803274268,1.2384962174063825
-1.2636083704986245,-2.809706102193043
-1.043154411437057,0.833513263703421
-2.798730348150176,1.1744588532311244
-2.7236829559383122,2.8945879937142065
2.7633983453129964,-2.919355959891327
-2.8839621828912834,2.993938057769617
1.4068396469296434,-0.6328768322708493
-0.9666588190226105,-3.032041955025233
1.2726407993106401,1.0845346469718296
1.0927461499090159,-2.6437643447897745
-2.720706261113937,-2.857070589002265
2.924574882137317,1.2617740482435278
2.5628712193495726,-2.905303974484067
-1.1105333570130693,-2.602060561337524
0.8932140354938803,-0.8286995011185961
0.5966097980222759,2.6517148757522238
-2.974773447808556,-2.738243263726526
-2.968749446131945,-2.9809330865435055
-2.533249844337328,-0.5651543786978447
2.515053010242621,2.5531873880247935
-3.0018603780764903,3.086857468642815
-1.0654822805022752,-2.835233261744586
-2.9515487352608374,2.936962613321287
-1.1408030947699066,1.3374490572187032
0.9014474119123835,0.8618224828929789
2.778384299514716,-0.8077740460273352
0.777013001953255,2.772303635662006
-1.314536754481622,-2.294984890804226
-1.1594077197044639,2.379597520206506
2.433453658087489,2.7944020498072883
-1.363799224918668,3.074359081939821
1.0128864743069068,-2.7312987562796516
0.6797296549311542,-1.325802249062997
1.493993922092293,-0.7962900040281646
2.6761065000324313,-3.161172493477423
-0.953179476893206,-0.6881549918142095
0.8387768084092829,-3.0877678191101303
-0.8371126027399293,3.084543008039845
2.983599082956489,-0.6816649771351154
2.873588350671408,-3.2462734426228366
-3.0544667158986836,3.0323908791023904
-1.0742245839798783,-2.766422835279614
-3.2303702893156516,2.75681028498219
3.2258030959558615,0.7554433798286024
2.8786103386230475,-3.303937368081205
-2.906340658225261,-0.9471194192036941
-2.5726315202655714,-0.6757655237635869
-0.8728648115438444,2.6046774092281932
-0.907505083489801,-0.7827889853675611
0.819430101022302,2.5850926937717915
0.9261913862695275,1.2061217797673094
1.2821946798590191,-1.2703842737091642
2.79352757130172,0.8714543720611413
-1.1102063344360265,-1.0297137002533658
-2.868218622478389,-2.7107660013941532
-2.6897996118663228,3.1388140486073306
2.4069004115201578,0.8485618807131052
-1.1852154448851095,2.788156344159307
2.989350660629303,-1.1446114342766602
0.9374823751786744,-0.9772504007617899
2.795278549001898,1.0365338681105016
1.1781710137198589,-1.0845873528277163
-0.9451972716130747,-2.8313139568692334
-2.733777188388411,-2.8469197506070367
-2.896363105401405,0.9890236976747054
-2.4371308881622293,-0.9442523146531839
0.689380110918551,-0.9633933462276492
-2.458046622372166,-0.7054653785911694
1.0997792733973055,-3.1187510807612684
-2.885947495406714,-0.8707001378344438
-0.7818218355039592,-0.9610462788556832
0.8410660523299462,0.9970467069989873
-2.5270570061693816,-0.9146491711671945
-0.934739773093679,0.8764350969206903
-0.9474216319622292,-2.8114452592544654
-1.2103645970140327,3.196290644504717
0.835093297860831,0.9368736279753249
-3.352333642157554,2.9860173163822865
0.5672299715240813,0.8116493625199978
-1.0696887849717513,1.2491927628669721
1.0296270691658145,-2.6478775570282975
-1.006617035697935,-3.159402796031192
-3.070866760005064,3.044233480104695
0.5727292508926842,0.7460153374908783
-2.799116065673068,-2.3694681149570926
